Rank,Finalworth,Category,Personname,Age,Birthyear,City,Source,Industries,Countryofcitizenship,Organization,Selfmade,Status,Gender,Title,State,Residencestateregion, CPI Country, CPI Change Country (%),GDP Country,Gross Tertiary Education Enrollment (%),Gross Primary Education Enrollment Country,Life Expectancy Country (%),Tax Revenue Country Country (%),Total Tax Rate Country (%),Population Country
2259,1200,Metals & Mining,Dan Gertler,65,1957,Bnei Brak,Mining,Metals & Mining,Israel,-,FALSE,E,M,-,-,-,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300
2259,1200,Manufacturing,Balkrishan Goenka,49,1973,Mumbai,Textiles,Manufacturing,India,-,TRUE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2259,1200,Finance & Investments,Lawrence Golub,56,1966,New York,Private equity,Finance & Investments,United States,-,TRUE,E,M,Investor,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Manufacturing,Saroj Rani Gupta,63,1959,Delhi,Steel tubes,Manufacturing,India,-,TRUE,N,F,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2259,1200,Technology,Anthony Hall,72,1950,Melbourne,Technology,Technology,Australia,-,TRUE,N,M,-,-,-,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605
2259,1200,Construction & Engineering,Fahed Hariri,67,1955,London,"Construction, investments",Construction & Engineering,Lebanon,-,FALSE,E,M,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
2259,1200,Fashion & Retail,Richard Hayne,42,1980,Philadelphia,Urban Outfitters,Fashion & Retail,United States,Urban Outfitters Inc.,TRUE,E,M,"Chairman, President & Chief Executive Officer",Pennsylvania,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Finance & Investments,Michael Heine,75,1947,Melbourne,Financial services,Finance & Investments,Australia,-,TRUE,E,M,-,-,-,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605
2259,1200,Technology,Orion Hindawi,73,1949,Seattle,Software,Technology,United States,Tanium,TRUE,D,M,CEO,Washington,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Gambling & Casinos,Lawrence Ho,43,1980,Hong Kong,Casinos,Gambling & Casinos,Hong Kong,-,FALSE,R,M,-,-,-,-,-,-,-,-,-,-,-,-
2259,1200,Fashion & Retail,Huang Guanlin,46,1977,Ningbo,"Textiles, apparel",Fashion & Retail,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Technology,Sam Hupert,58,1965,Melbourne,Technology,Technology,Australia,-,TRUE,N,M,-,-,-,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605
2259,1200,Telecom,Mohammed Ibrahim,68,1954,London,Communications,Telecom,United Kingdom,Mo Ibrahim Foundation,TRUE,E,M,Founder,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
2259,1200,Food & Beverage,Shirley Kao,76,1946,Tainan,Food & beverage retailing,Food & Beverage,Taiwan,-,FALSE,E,F,-,-,-,-,-,-,-,-,-,-,-,-
2259,1200,Finance & Investments,David Kaplan,66,1956,Los Angeles,Finance,Finance & Investments,United States,-,TRUE,N,M,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Fashion & Retail,Kim Kardashian,55,1967,Hidden Hills,"Shapewear, cosmetics, reality TV",Fashion & Retail,United States,-,TRUE,D,F,Personality,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Manufacturing,Ke Guihua,42,1980,Shanghai,Auto parts,Manufacturing,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Healthcare,Ke Yunfeng & family,57,1965,Guangzhou,Retailing,Healthcare,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Real Estate,Alexander Klyachin,56,1967,Moscow,Real estate,Real Estate,Russia,-,TRUE,R,M,-,-,-,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535
2259,1200,Manufacturing,Christine Knauf,55,1967,Berlin,Building materials,Manufacturing,Germany,-,FALSE,D,F,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
2259,1200,Manufacturing,Karl Knauf, -, -,Iphofen,Building materials,Manufacturing,Germany,-,FALSE,D,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
2259,1200,Automotive,Suresh Krishna, -, -,Chennai,Auto parts,Automotive,India,-,FALSE,U,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2259,1200,Media & Entertainment,Guy Laliberté,86,1936,Montreal,Cirque du Soleil,Media & Entertainment,Canada,Cirque du Soleil,TRUE,E,M,Cofounder and CEO,-,-,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981
2259,1200,Technology,Lee Su-jin,63,1960,-,Hospitality,Technology,South Korea,-,TRUE,N,M,-,-,-,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098
2259,1200,Manufacturing,Li Guoqing,45,1978,Hangzhou,Petro Fibre,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Healthcare,Li Li,53,1970,Shenzhen,Pharmaceuticals,Healthcare,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Healthcare,Li Ruiqiang,43,1979,Beijing,Medical services,Healthcare,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Zhen Li & family,59,1964,Hefei,Lithium batteries,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Guangwei Liang,59,1963,Shenzhen,Conglomerate,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Energy,Liu Ming Hui,60,1963,Hong Kong,Natural gas distribution,Energy,China,-,TRUE,D,M,-,-,-,-,-,-,-,-,-,-,-,-
2259,1200,Technology,Frederic Luddy,68,1954,San Diego,Software,Technology,United States,ServiceNow,TRUE,D,M,Founder and Chief Product Officer,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Food & Beverage,"Cargill MacMillan, III.",63,1959,Boulder,Cargill,Food & Beverage,United States,-,FALSE,D,M,-,Colorado,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Food & Beverage,John MacMillan,73,1949,Plymouth,Cargill,Food & Beverage,United States,-,FALSE,D,M,-,Minnesota,Midwest,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Food & Beverage,Martha MacMillan,71,1951,Orono,Cargill,Food & Beverage,United States,-,FALSE,D,F,-,Minnesota,Midwest,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Food & Beverage,William MacMillan,68,1954,Englewood,Cargill,Food & Beverage,United States,-,FALSE,D,M,-,Colorado,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Diversified,Keshub Mahindra,99,1923,Mumbai,Diversified,Diversified,India,-,FALSE,R,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2259,1200,Manufacturing,Mao Zhongwu,60,1962,Changsha,Manufacturing,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Construction & Engineering,Jorge Mas,60,1963,Miami,Construction,Construction & Engineering,United States,-,FALSE,U,M,-,Florida,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Diversified,Lorinc Meszaros,57,1966,Felcsút,Diversified,Diversified,Hungary,-,TRUE,E,M,-,-,-,121.64,3.3,"$160,967,157,504 ",48.5,100.8,75.8,23,37.9,9769949
2259,1200,Technology,Jeffrey Michael & family,66,1956,Minnetonka,Data management,Technology,United States,-,TRUE,U,M,-,Minnesota,Midwest,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Healthcare,Alan Miller & family,85,1937,Lower Merion,Healthcare services,Healthcare,United States,-,TRUE,D,M,-,Pennsylvania,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Automotive,Ulrich Mommert & family,82,1941,-,Lighting,Automotive,Austria,-,TRUE,E,M,-,-,-,-,-,-,-,-,-,-,-,-
2259,1200,Diversified,Neide Helena de Moraes,68,1955,Sao Paulo,Diversified,Diversified,Brazil,-,FALSE,D,F,-,-,-,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417
2259,1200,Finance & Investments,Scott Nuttall,50,1972,New York,Private equity,Finance & Investments,United States,-,TRUE,U,M,-,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Manufacturing,Kailashchandra Nuwal,65,1957,-,Industrial explosives,Manufacturing,India,-,FALSE,N,M,-,-,-,-,-,-,-,-,-,-,-,-
2259,1200,Food & Beverage,Axel Oberwelland & family,56,1967,Berlin,Candy,Food & Beverage,Germany,-,FALSE,Split Family Fortune,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
2259,1200,Technology,Jonathan Oringer,48,1974,Miami Beach,Stock photos,Technology,United States,-,TRUE,D,M,-,Florida,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Food & Beverage,Vitaly Orlov,58,1965,Murmansk,Fisheries,Food & Beverage,Russia,-,TRUE,R,M,-,-,-,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535
2259,1200,Real Estate,Jose Isaac Peres & family,82,1940,Rio de Janeiro,Shopping malls,Real Estate,Brazil,-,TRUE,U,M,-,-,-,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417
2259,1200,Media & Entertainment,Markus Persson,43,1979,Stockholm,Computer games,Media & Entertainment,Sweden,-,TRUE,D,M,-,-,-,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453
2259,1200,Technology,Mark Pincus,57,1966,San Francisco,Online games,Technology,United States,Zynga Inc,TRUE,D,M,Chairman,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Diversified,Murdaya Poo,82,1941,Jakarta,Diversified,Diversified,Indonesia,-,FALSE,E,M,-,-,-,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917
2259,1200,Healthcare,Forrest Preston,90,1933,Cleveland,Health care,Healthcare,United States,-,TRUE,D,M,-,Tennessee,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Food & Beverage,Qian Ying,57,1966,Nanyang,Pig breeding,Food & Beverage,China,-,TRUE,D,F,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Jimmy Rane,76,1946,Abbeville,Lumber,Manufacturing,United States,-,TRUE,N,M,-,Alabama,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Finance & Investments,Andrei Rappoport,59,1963,Lugano,Investments,Finance & Investments,Russia,-,TRUE,E,M,-,-,-,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832
2259,1200,Food & Beverage,Hugo Ribeiro & family, -, -,Rondonopolis,Agribusiness,Food & Beverage,Brazil,-,FALSE,Split Family Fortune,M,Entrepreneur,-,-,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417
2259,1200,Finance & Investments,Bennett Rosenthal,59,1963,Los Angeles,Finance,Finance & Investments,United States,-,TRUE,N,M,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Real Estate,Atul Ruia,52,1971,Mumbai,Real estate,Real Estate,India,-,FALSE,N,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2259,1200,Finance & Investments,Thomas Sandell,62,1961,London,Hedge funds,Finance & Investments,Sweden,Sandell Asset Management,TRUE,D,M,Founder,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
2259,1200,Food & Beverage,Francesco Saputo, -, -,Montreal,Cheese,Food & Beverage,Canada,-,FALSE,N,M,-,-,-,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981
2259,1200,Construction & Engineering,Dhruv Sawhney,78,1944,Dubai,"Engineering, sugar",Construction & Engineering,India,-,FALSE,U,M,-,-,-,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529
2259,1200,Finance & Investments,Gerald Schwartz,81,1941,Toronto,Finance,Finance & Investments,Canada,-,TRUE,D,M,-,-,-,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981
2259,1200,Fashion & Retail,Antonio Luiz Seabra,80,1943,London,Cosmetics,Fashion & Retail,Brazil,-,TRUE,D,M,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
2259,1200,Technology,Eric Ya Shen,52,1971,Guangzhou,Online apparel retail,Technology,China,-,TRUE,R,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Technology,Sytse 'Sid' Sijbrandij,43,1979,San Francisco,Software,Technology,Netherlands,-,TRUE,N,M,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Automotive,Alexander Sixt,43,1979,Munich,Car rentals,Automotive,Germany,-,FALSE,D,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
2259,1200,Automotive,Konstantin Sixt,40,1982,Munich,Car rentals,Automotive,Germany,-,FALSE,D,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
2259,1200,Energy,Edwin Soeryadjaya,73,1949,Jakarta,"Coal, investments",Energy,Indonesia,-,FALSE,D,M,-,-,-,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917
2259,1200,Healthcare,Abhay Soi,49,1973,Mumbai,Healthcare,Healthcare,India,-,TRUE,N,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2259,1200,Technology,Mike Speiser,52,1971,London,Software,Technology,United States,Sutter Hill Ventures,TRUE,U,M,Managing Director,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
2259,1200,Construction & Engineering,Marco Squinzi,51,1971,Milan,Chemical products,Construction & Engineering,Italy,-,FALSE,D,M,-,-,-,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396
2259,1200,Construction & Engineering,Veronica Squinzi,51,1972,Milan,Chemical products,Construction & Engineering,Italy,-,FALSE,D,F,-,-,-,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396
2259,1200,Finance & Investments,Michael Steinhardt,82,1940,Mount Kisco,Hedge funds,Finance & Investments,United States,-,TRUE,E,M,-,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Technology,Ion Stoica,58,1965,Berkeley,Data analytics,Technology,Romania,-,TRUE,D,M,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Metals & Mining,Eddy Sugianto,77,1946,Jakarta,Coal,Metals & Mining,Indonesia,-,TRUE,N,M,-,-,-,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917
2259,1200,Manufacturing,Luc Tack,61,1961,Deinze,"Textile, chemicals",Manufacturing,Belgium,-,TRUE,E,M,-,-,-,117.11,1.4,"$529,606,710,418 ",79.7,103.9,81.6,24,55.4,11484055
2259,1200,Food & Beverage,Tony Tan Caktiong,70,1953,Manila,Food,Food & Beverage,Philippines,-,TRUE,D,M,-,-,-,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14,43.1,108116615
2259,1200,Manufacturing,Xiuguo Tang,59,1963,Changsha,Manufacturing,Manufacturing,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Real Estate,Sam Tarascio,78,1944,Melbourne,Real estate,Real Estate,Australia,-,TRUE,E,M,-,-,-,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605
2259,1200,Finance & Investments,Lina Tombolato,75,1947,Tombolo,Financial services,Finance & Investments,Italy,-,FALSE,D,F,-,-,-,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396
2259,1200,Manufacturing,Ching Bor Tung,60,1963,Dongguan,Manufacturing,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Media & Entertainment,Joop van den Ende,81,1942,Baarn,TV shows,Media & Entertainment,Netherlands,-,TRUE,D,M,-,-,-,115.91,2.6,"$909,070,395,161 ",85,104.2,81.8,23,41.2,17332850
2259,1200,Finance & Investments,Ruben Vardanyan & family,54,1968,Erevan,Investment banking,Finance & Investments,Armenia,-,TRUE,R,M,-,-,-,129.18,1.4,"$13,672,802,158 ",54.6,92.7,74.9,20.9,22.6,2957731
2259,1200,Fashion & Retail,Sandro Veronesi & family,63,1959,Milan,Fashion,Fashion & Retail,Italy,-,TRUE,D,M,-,-,-,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396
2259,1200,Real Estate,Thongma Vijitpongpun,65,1957,Bangkok,Real estate,Real Estate,Thailand,-,TRUE,E,M,-,-,-,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582
2259,1200,Finance & Investments,Thomas von Koch,57,1966,Hong Kong,Asset management,Finance & Investments,Sweden,-,TRUE,D,M,-,-,-,-,-,-,-,-,-,-,-,-
2259,1200,Healthcare,Wang Fuji, -, -,Zhangzhou,Pharmaceuticals,Healthcare,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Wang Shih-Chung,61,1962,Taipei,Pneumatic equipments,Manufacturing,Taiwan,-,TRUE,N,M,-,-,-,-,-,-,-,-,-,-,-,-
2259,1200,Manufacturing,Wang Xiaoshen,54,1968,Urumchi,Lithium,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Diversified,J. Wayne Weaver,87,1935,Jacksonville,Shoes,Diversified,United States,-,TRUE,E,M,-,Florida,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Food & Beverage,Drorit Wertheim,67,1956,Bnei Atarot,Coca Cola Israel,Food & Beverage,Israel,-,FALSE,D,F,-,-,-,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300
2259,1200,Finance & Investments,Cameron Winklevoss,41,1981,New York,Cryptocurrency,Finance & Investments,United States,-,TRUE,D,M,-,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Finance & Investments,Tyler Winklevoss,41,1981,New York,Cryptocurrency,Finance & Investments,United States,-,TRUE,D,M,-,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Manufacturing,Wu Chung-yi,67,1955,Chang Hwa County,Manufacturing,Manufacturing,Taiwan,-,FALSE,E,M,-,-,-,-,-,-,-,-,-,-,-,-
2259,1200,Finance & Investments,Eugene Wu,77,1945,Taipei,Finance,Finance & Investments,Taiwan,-,FALSE,D,M,-,-,-,-,-,-,-,-,-,-,-,-
2259,1200,Fashion & Retail,Wu Yonghua,52,1971,Xiamen,Apparel,Fashion & Retail,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Xia Xinde,58,1964,Guangzhou,Batteries,Manufacturing,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Wenbo Xiang,60,1962,Changsha,Manufacturing,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Food & Beverage,Xu Jin,58,1965,Huaibei city,Wine,Food & Beverage,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Xu Shijun & family,60,1963,Nantong,Manufacturing,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Service,Wanmao Xu,78,1945,Ningbo,Education,Service,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Xu Yuejuan,61,1962,Hangzhou,Petro Fibre,Manufacturing,China,-,TRUE,D,F,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Healthcare,Vadim Yakunin,60,1963,Moscow,Pharmacy,Healthcare,Russia,-,TRUE,R,M,-,-,-,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535
2259,1200,Fashion & Retail,Yang Yunyun,46,1977,Guangzhou,Retail,Fashion & Retail,China,-,TRUE,R,F,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Technology,Matei Zaharia,37,1985,Berkeley,Data analytics,Technology,Romania,-,TRUE,D,M,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2259,1200,Diversified,Zan Shengda,60,1963,Nantong,Diversified,Diversified,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Technology,Zhang Xuezheng,47,1975,Jiaxing,Telecom,Technology,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Zhang Yin,66,1957,Dongguan,Paper manufacturing,Manufacturing,China,-,TRUE,D,F,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Healthcare,Ning Zhao,56,1967,Shanghai,Pharmaceuticals,Healthcare,United States,-,TRUE,Split Family Fortune,F,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Zhou Wen & family,58,1965,Shanghai,Chemicals,Manufacturing,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2259,1200,Construction & Engineering,Zhu Xingliang,63,1959,Suzhou,Construction,Construction & Engineering,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Fashion & Retail,Hari Krishan Agarwal,66,1956,Delhi,Sports shoes,Fashion & Retail,India,-,TRUE,N,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2405,1100,Energy,Farkhad Akhmedov,67,1955,Moscow,Investments,Energy,Russia,-,TRUE,D,M,-,-,-,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535
2405,1100,Healthcare,Prem Kumar Arora,84,1938,-,Pharmaceuticals,Healthcare,India,-,FALSE,N,M,-,-,-,-,-,-,-,-,-,-,-,-
2405,1100,Finance & Investments,Joseph Bae,51,1972,New York,Private equity,Finance & Investments,United States,-,TRUE,N,M,-,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Food & Beverage,Abigail Bennett,42,1980,Rochester,Liquor,Food & Beverage,United States,-,FALSE,Split Family Fortune,F,-,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Fashion & Retail,Sara Blakely,52,1971,Atlanta,Spanx,Fashion & Retail,United States,Spanx,TRUE,E,F,Founder,Georgia,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Finance & Investments,Lloyd Blankfein,68,1954,New York,Banking,Finance & Investments,United States,Goldman Sachs Group,TRUE,E,M,CEO,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Diversified,Henadiy Boholyubov,61,1962,Dnipro,"Banking, investments",Diversified,Ukraine,-,TRUE,E,M,-,-,-,281.66,7.9,"$153,781,069,118 ",82.7,99,71.6,20.1,45.2,44385155
2405,1100,Real Estate,Stephane Bonvin,56,1967,Lens,Real estate,Real Estate,Switzerland,-,TRUE,D,M,-,-,-,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832
2405,1100,Diversified,Oleg Boyko,58,1964,Lipperswil,Diversified,Diversified,Russia,-,TRUE,D,M,-,-,-,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832
2405,1100,Technology,Ryan Breslow,28,1994,Miami,E-commerce software,Technology,United States,Bolt,TRUE,D,M,Cofounder,Florida,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Fashion & Retail,Thomas Bruch,72,1950,St. Wendel,Retail,Fashion & Retail,Germany,-,FALSE,D,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
